,DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
21108,IRIS TEA & BAKERY INC.,Queens,11355,Bakery,3/18/2019,10F,N,1,3/18/2019,40.75479781,-73.83601234,407,20,84900,4596274,4050667504,QN22
21109,MARINARA  PIZZA,Manhattan,10022,Pizza,12/17/2019,06C,Y,1,,40.75647394,-73.96426567,106,5,10800,1076279,1013470023,MN19
21110,TAVA,Brooklyn,11215,Turkish,4/25/2019,10B,N,1,4/25/2019,40.67302357,-73.98309979,306,39,13500,3020902,3009740041,BK37
21111,GC EGG ROLLS HOUSE,Manhattan,10002,Bakery,12/2/2019,06D,Y,0,,40.71515695,-73.99452415,103,1,1600,1003759,1002920010,MN27
21112,BAREPAS,Manhattan,10031,Spanish,1/10/2019,10H,N,1,1/10/2019,40.82757226,-73.94590378,109,7,23300,1062037,1020800034,MN04
21113,CHUKO,Brooklyn,11249,Japanese,9/24/2019,10I,N,1,9/24/2019,40.71679218,-73.96207571,301,34,55500,3335727,3023500026,BK73
21114,HEALTHY FAMILY FOOD & DELI,Brooklyn,11222,Delicatessen,6/18/2019,08A,N,1,6/18/2019,40.72337346,-73.94100642,301,33,59100,3067776,3027060012,BK76
21115,WAGAMAMA,Manhattan,10158,Asian,6/10/2019,09C,N,1,6/10/2019,40.74906882,-73.97568171,106,4,8800,1082153,1009200012,MN19
21116,JALSA GRILL & GRAVY,Brooklyn,11230,Indian,3/14/2019,10H,N,1,3/14/2019,40.63401683,-73.96728946,314,40,48200,3127968,3054250031,BK42
21117,BARCHAA,Brooklyn,11207,Peruvian,9/25/2019,04N,Y,1,9/25/2019,40.69113982,-73.90890216,304,37,43700,3078857,3034120001,BK77
21118,FRESH AND CO.,Brooklyn,11217,Sandwiches/Salads/Mixed Buffet,7/25/2019,06F,Y,1,7/25/2019,40.6879497,-73.98340248,302,33,3700,3422112,3001667502,BK38
21119,CHEESECAKE DIVA,Brooklyn,11209,Café/Coffee/Tea,8/20/2019,06D,Y,1,8/20/2019,40.63268703,-74.02727685,310,43,6600,3147845,3059180006,BK31
21120,GRACE'S,Manhattan,10011,Irish,9/26/2019,06C,Y,1,9/26/2019,40.73916279,-74.00116918,102,3,7700,1011096,1006180007,MN23
21121,WHITE MAIZE,Brooklyn,11231,Spanish,9/4/2019,04N,Y,1,9/4/2019,40.68250782,-73.99330817,306,33,7500,3006870,3004220004,BK33
21122,BEATSTRO,Bronx,10454,American,11/25/2019,04H,Y,1,11/25/2019,40.8073002,-73.92716167,201,8,1900,2000000,2023090026,BX39
21123,718 BISTRO,Brooklyn,11235,Middle Eastern,10/22/2019,08A,N,0,,40.58064411,-73.9660737,313,48,36400,3000000,3086620097,BK19
21124,DON RAMON RESTAURANT,Manhattan,10025,Spanish,12/11/2019,08A,N,0,,40.80034263,-73.96204598,107,7,19300,1055705,1018430062,MN09
21125,CLINTON HALL,Manhattan,10022,American,2/26/2019,04N,Y,1,2/26/2019,40.75609393,-73.96950327,106,4,9800,1038449,1013240034,MN19
21126,YUMMY II EXPRESS CHINESE RESTAURANT,Queens,11434,Chinese,5/31/2019,10D,N,1,5/31/2019,40.66976139,-73.78284196,412,28,29400,4594692,4122920065,QN02
21127,BARBACON,Manhattan,10003,American,10/15/2019,04H,Y,1,10/15/2019,40.73320622,-73.98992573,103,2,4200,1077855,1005580010,MN22
21128,IZZIES CHEESESTEAKS,Manhattan,10002,American,8/16/2019,08A,N,1,8/16/2019,40.7197755,-73.9847221,103,1,3001,1004225,1003490022,MN27
21129,AL-SHAM RESTAURANT,Brooklyn,11209,Middle Eastern,8/5/2019,06A,Y,0,8/5/2019,40.6278516,-74.02329406,310,43,13600,3149888,3059620010,BK31
21130,TEPPEN RAMEN,Manhattan,10022,Japanese,6/25/2019,06C,Y,1,6/25/2019,40.75934644,-73.96941514,106,4,10000,1036532,1013100133,MN19
21131,DUSK TIL DAWN BAR & LOUNGE,Brooklyn,11221,American,8/22/2019,08A,N,1,8/22/2019,40.69201075,-73.93915914,303,36,28100,3043320,3016050001,BK35
21132,CHAMPION COFFEE,Brooklyn,11249,Café/Coffee/Tea,8/12/2019,04A,Y,1,8/12/2019,40.71679218,-73.96207571,301,34,55500,3335727,3023500026,BK73
21133,SKAL,Brooklyn,11233,American,9/6/2019,02G,Y,0,9/6/2019,40.68264602,-73.9349745,303,36,29700,3046797,3016700010,BK61
21134,SAKURA TOKYO,Brooklyn,11216,Japanese,12/31/2018,08A,N,1,12/31/2018,40.6778995,-73.9497535,308,36,31500,3029766,3012000050,BK61
21135,CARIDAD SEAFOOD RESTAURANT,Bronx,10457,Spanish,12/6/2019,08A,N,0,12/6/2019,40.84758947,-73.90048579,206,15,23100,2115890,2029000063,BX41
21136,JOE & THE JUICE GREENWICH ST,Manhattan,10007,Café/Coffee/Tea,12/30/2019,10F,N,1,12/30/2019,40.71600194,-74.01101678,101,1,2100,1066187,1001377502,MN24
21137,SUNSHINE - ONE LOVE,Manhattan,10003,Vegetarian,9/11/2019,08A,N,0,9/11/2019,40.73102439,-73.99342957,102,2,5900,1009091,1005607502,MN23
21138,SUGAR & WATER NYC,Queens,11105,Bakery,1/17/2020,06A,Y,0,,40.77493575,-73.91370464,401,22,11500,4017501,4008420069,QN72
21139,CITROEN,Brooklyn,11222,Mediterranean,6/22/2019,04H,Y,1,6/22/2019,40.7311857,-73.95443624,301,33,56500,3064579,3025500044,BK76
21140,CITY OF SAINTS COFFEE ROASTERS,Manhattan,10018,Café/Coffee/Tea,8/15/2018,04J,Y,0,,40.75848581,-74.00492355,104,3,9900,1000000,1006650010,MN13
21141,ACE BAGEL CAFE,Queens,11355,Café/Coffee/Tea,7/25/2019,10B,N,1,7/25/2019,40.74372115,-73.82566429,407,20,80301,4439944,4063810033,QN62
21142,Burger King,Bronx,10461,Hamburgers,12/17/2019,04J,Y,1,12/17/2019,40.85249932,-73.82804216,210,13,30000,2000000,2042480056,BX10
21143,KING WAH,Queens,11385,Chinese,8/14/2019,06E,Y,1,8/14/2019,40.71015026,-73.89922732,405,30,61301,4087502,4036100003,QN20
21144,FIGS BY TODD ENGLISH,Manhattan,,American,3/7/2019,06D,Y,1,3/7/2019,0,0,,,,,1,
21145,DOUGHNUT PLANT,Manhattan,10017,Donuts,9/20/2019,10F,N,1,9/20/2019,40.75209393,-73.97760435,105,4,9200,1035381,1012800001,MN19
21146,CITY BEER,Manhattan,10016,"Bottled beverages, including water, sodas, juices, etc.",9/12/2019,05D,Y,1,9/12/2019,40.74881356,-73.97571429,106,4,7800,1090415,1009190059,MN20
21147,THREE BOWLS NOODLE HOUSE,Queens,11377,Japanese,1/13/2020,02H,Y,1,1/13/2020,40.74585276,-73.90073218,402,26,26100,4030062,4012950020,QN63
21148,THE CALABASH EXPERIENCE,Queens,11413,Caribbean,7/19/2019,04N,Y,1,7/19/2019,40.67992614,-73.75211972,413,31,35800,4567908,4130110034,QN66
21149,BREWERY HEIGHTS/GO GO STOP,Queens,11369,American,5/16/2019,10B,N,1,5/16/2019,40.77441403,-73.87729335,480,21,33100,4000000,4009260001,QN98
21150,DI FARA,Brooklyn,11249,Pizza,1/16/2020,10H,N,0,,40.71679218,-73.96207571,301,34,55500,3335727,3023500026,BK73
21151,EISENBERG'S SANDWICH SHOP,Manhattan,10010,American,1/14/2020,10F,N,1,1/14/2020,40.74103429,-73.98996063,105,3,5800,1015562,1008240037,MN13
21152,ANDA CAFE,Manhattan,10002,Café/Coffee/Tea,1/16/2020,06C,Y,1,1/16/2020,40.7170481,-73.99473683,103,1,1600,1003912,1003030020,MN27
21153,DUNKIN',Queens,11371,Donuts,4/25/2019,06D,Y,1,4/25/2019,,,,,,,,
21154,MEXIJOE'S,Queens,11369,Mexican,5/16/2019,10F,N,1,5/16/2019,40.77441403,-73.87729335,480,21,33100,4000000,4009260001,QN98
21155,REPUBLIC OF BOOZA,Brooklyn,11249,"Ice Cream, Gelato, Yogurt, Ices",8/5/2019,04N,Y,1,8/5/2019,40.7177144,-73.96201385,301,34,55500,3062364,3023507502,BK73
21156,"DUNKIN', BASKIN ROBBINS",Queens,11371,Donuts,11/27/2018,05H,Y,0,,,,,,,,,
21157,JOHN HARVARD'S,Queens,11369,American,10/17/2018,04H,Y,1,10/17/2018,40.77441403,-73.87729335,480,21,33100,4000000,4009260001,QN98
21158,DUNKIN',Queens,11430,Café/Coffee/Tea,11/14/2019,04N,Y,1,11/14/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
21159,Mr. Whuang BBQ,Queens,11354,Chinese,7/12/2019,06D,Y,1,7/12/2019,40.75908798,-73.83417524,407,20,87100,4538437,4049730014,QN22
21160,AUNTIE ANNES,Bronx,10475,Hotdogs/Pretzels,10/16/2019,10F,N,1,10/16/2019,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
21161,EMILY L DELI INC,Brooklyn,11237,American,10/9/2019,10B,N,0,10/9/2019,40.7072705,-73.93216589,301,34,45300,3071322,3030750024,BK77
21162,FRESH POND MEXICAN CUISINE,Queens,11385,Mexican,1/22/2019,04L,Y,1,1/22/2019,40.70524826,-73.89633494,405,30,58500,4085090,4035320030,QN20
21163,COCOA BAR,Manhattan,10002,Café/Coffee/Tea,7/19/2019,10F,N,1,7/19/2019,40.72073062,-73.98422403,103,2,3001,1088336,1003500026,MN27
21164,SUSHI ISLAND,Queens,11373,Japanese,11/16/2019,05D,Y,0,,40.73531029,-73.87556867,404,25,47500,4437595,4028530011,QN29
21165,CHINA CITY,Brooklyn,11226,Chinese,3/9/2019,09B,N,1,3/9/2019,40.65576303,-73.95011623,309,40,82000,3348904,3050570049,BK60
21166,OBA GRILL,Queens,11375,Turkish,4/2/2019,10H,N,1,4/2/2019,40.72049064,-73.84567881,406,29,71100,4077496,4032390032,QN17
21167,LOMA BAR & GRILL,Brooklyn,11206,Spanish,1/2/2020,08A,N,0,,40.69713598,-73.93549765,304,34,38900,3071999,3031600001,BK78
21168,THE DYNAMITE SHOP,Brooklyn,11215,American,8/8/2019,06D,Y,1,8/8/2019,40.66178682,-73.98583116,307,39,14900,3027083,3011120007,BK37
21169,ANTIKA PIZZERIA,Queens,11103,Italian,9/25/2019,04H,Y,1,9/25/2019,40.76492821,-73.91723017,401,22,6300,4010011,4006510044,QN70
21170,JUICERY KITCHEN,Brooklyn,11211,"Juice, Smoothies, Fruit Salads",8/8/2019,06B,Y,1,8/8/2019,40.7174829,-73.95217297,301,33,51500,3412620,3027310001,BK73
21171,DOS TOROS,Manhattan,10004,Mexican,6/10/2019,10F,N,1,6/10/2019,40.70238768,-74.01294765,101,1,900,1000018,1000090001,MN25
21172,NICE ONE BAKERY,Manhattan,10013,Bakery,12/17/2019,04N,Y,0,,40.71517626,-73.99725486,103,1,2900,1001799,1001630031,MN27
21173,BRODO BROTH SHOP,Manhattan,10023,Soups,1/15/2020,04L,Y,0,,40.78127684,-73.9812126,107,6,16300,1030839,1011677501,MN12
21174,TAIYAKI NYC,Brooklyn,11249,"Ice Cream, Gelato, Yogurt, Ices",8/26/2019,06E,Y,1,8/26/2019,40.71430246,-73.96142422,301,34,55100,3062776,3023920025,BK73
21175,LA CUCA,Queens,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/30/2019,02B,Y,1,10/30/2019,40.74726257,-73.86251404,404,21,40500,4048573,4019770007,QN26
21176,Chateau 49,Manhattan,10022,French,8/13/2019,06D,Y,1,8/13/2019,40.75433437,-73.9688977,106,4,9800,1039464,1013420001,MN19
21177,MACOLETTA BRICK OVEN PIZZERIA,Queens,11102,Pizza/Italian,10/16/2019,10B,N,0,,40.77335163,-73.91689472,401,22,11500,4017574,4008430076,QN72
21178,NEW FOREST CAFE,Brooklyn,11214,Chinese,1/16/2020,04H,Y,0,,40.6147339,-74.00023412,311,43,26400,3160796,3062360053,BK28
21179,SEAMORE'S,Manhattan,10281,Seafood,7/8/2019,06E,Y,1,7/8/2019,40.71452196,-74.0156771,101,1,31703,1000060,1000160150,MN25
21180,BEAN & BARLEY,Manhattan,10026,American,1/16/2019,06D,Y,1,1/16/2019,40.80342011,-73.95608067,110,9,21800,1087928,1018307502,MN11
21181,THE DUMPLING SHOP,Manhattan,10003,Chinese,11/19/2019,06C,Y,1,11/19/2019,40.72827368,-73.98788796,103,2,3800,1006310,1004490004,MN22
21182,HOKEY POKE-CHICK SHOP,Manhattan,10022,Middle Eastern,3/4/2019,02B,Y,1,3/4/2019,40.7554987,-73.97097982,106,4,9800,1038243,1013230047,MN19
21183,TROPICAL JADE 3 ROTI EXPRESS,Queens,11419,Caribbean,1/15/2020,10B,N,1,1/15/2020,40.68604407,-73.82491785,410,28,10600,4203696,4095560038,QN55
21184,BERGUNDY'S SOUL RESTAURANT,Queens,11432,Soul Food,7/11/2019,04N,Y,1,7/11/2019,40.70730462,-73.80423774,408,24,23600,4207478,4097060052,QN35
21185,LA RAZA DELI,Brooklyn,11208,Mexican,7/3/2019,06A,Y,1,7/3/2019,40.69084104,-73.86954708,305,37,118202,3091283,3041110054,BK83
21186,EAST VILLAGE TAVERN / DAY TRIPPER,Manhattan,10009,Mexican,12/26/2019,08A,N,0,12/26/2019,40.725725,-73.97763129,103,2,2800,1082496,1003790008,MN28
21187,RHYTHM & BEETS,Queens,11416,"Juice, Smoothies, Fruit Salads",11/29/2019,06E,Y,1,11/29/2019,40.68536907,-73.8420682,409,32,11200,4198306,4094180002,QN54
21188,AJISAI,Manhattan,10065,Asian,12/10/2019,04H,Y,0,,40.76385541,-73.96697997,108,4,11402,1041997,1013960054,MN40
21189,JAJAJA,Brooklyn,11249,Mexican,8/5/2019,04A,Y,1,8/5/2019,40.71679218,-73.96207571,301,34,55500,3335727,3023500026,BK73
21190,FITRITION,Queens,11103,"Juice, Smoothies, Fruit Salads",12/5/2019,04N,Y,0,,40.76334866,-73.91541997,401,22,14900,4011253,4006800046,QN70
21191,HAPPY JACKS BURGER BAR,Queens,11694,American,5/1/2019,04C,Y,1,5/1/2019,40.58172556,-73.83030805,414,32,93800,,4,QN10
21192,ISLAND POPS,Brooklyn,11216,"Ice Cream, Gelato, Yogurt, Ices",2/12/2019,08A,N,1,2/12/2019,40.6753305,-73.94999699,308,36,31500,3030670,3012190044,BK61
21193,KRAVE CHICKEN & BURGER,Queens,11101,Chicken,1/16/2020,02B,Y,1,1/16/2020,40.75473549,-73.94169681,401,26,3300,4004967,4004100001,QN68
21194,BOTEQUIM 39 WINE AND BEER,Queens,11101,Tapas,12/28/2019,10F,N,1,12/28/2019,40.7534497,-73.93432401,401,26,3100,4004629,4003840001,QN68
21195,NEW ADVENTURE RESTAURANT,Bronx,10463,Spanish,4/3/2019,10B,N,1,4/3/2019,40.87830254,-73.90315177,208,14,27700,2016144,2032670006,BX28
21196,Kennedy fried chicken,Brooklyn,11221,American,1/9/2020,10F,N,1,1/9/2020,40.68692725,-73.93883567,303,36,27700,3322241,3018160040,BK35
21197,DIG INN,Manhattan,10013,American,9/5/2019,02B,Y,1,9/5/2019,40.7216892,-74.00987771,101,1,3900,1090481,1002177504,MN24
21198,DIG INN,Manhattan,10023,American,4/19/2019,02H,Y,1,4/19/2019,40.77427223,-73.98126513,107,6,15300,1028845,1011380036,MN14
21199,PARAISO BAR & LOUNGE,Queens,11423,"Bottled beverages, including water, sodas, juices, etc.",9/21/2019,04L,Y,0,,40.70922841,-73.77560715,412,27,47000,4212032,4099050128,QN61
21200,THE MARKET HOTEL EVENT SPACE,Brooklyn,11221,Other,7/27/2018,05H,Y,0,,40.69702575,-73.9347224,304,34,39300,3072653,3031930026,BK78
21201,RANCHO LATINO,Queens,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/3/2020,10F,N,1,1/3/2020,40.75285297,-73.86424938,403,21,40500,4440726,4017680113,QN26
21202,THE BRONX BREWERY-TAP ROOM,Bronx,10454,American,1/9/2020,08A,N,0,,40.80197994,-73.91031389,201,17,1900,2003992,2025870030,BX39
21203,EARNEST TEA,Brooklyn,11220,Café/Coffee/Tea,11/1/2018,05D,Y,0,,40.63646129,-74.00856436,307,38,10400,3016216,3008580046,BK34
21204,J-II PIZZERIA,Brooklyn,11230,Pizza,1/3/2020,08A,N,0,1/3/2020,40.61797955,-73.96017977,314,48,76800,3180878,3067430008,BK43
21205,CAMP DAVID,Brooklyn,11232,American,12/18/2019,09B,N,1,12/18/2019,40.65601245,-74.00723698,307,38,1800,3345565,3006910001,BK32
21206,WING CLUB,Manhattan,10014,American,5/7/2019,08A,N,1,5/7/2019,40.74041708,-74.00409582,104,3,8300,1078483,1007380008,MN13
21207,YARDIE'S JERK INC,Queens,11412,Caribbean,10/31/2019,10F,N,1,10/31/2019,40.69399136,-73.75383063,412,27,37600,4271767,4126190009,QN08
21208,CHARCOAL BBQ,Staten Island,10302,Barbecue,7/1/2019,06E,Y,1,7/1/2019,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
21209,LE DISTRICT ICE CREAM,Manhattan,10280,"Ice Cream, Gelato, Yogurt, Ices",9/6/2019,10F,N,1,9/6/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
21210,CHURUTTO RAMEN & POKE,Manhattan,10028,Japanese,9/19/2019,09C,N,1,9/19/2019,40.77902663,-73.95384371,108,5,14802,1047963,1015150035,MN40
21211,TIPICO DOMINICANO,Manhattan,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/15/2019,10B,N,1,4/15/2019,40.84832749,-73.93443961,112,10,26100,1063625,1021530036,MN36
21212,TBAAR,Manhattan,10018,"Juice, Smoothies, Fruit Salads",3/5/2019,06D,Y,1,3/5/2019,40.7504703,-73.98543687,105,4,8400,1015906,1008370066,MN17
21213,VIVI BUBBLE TEA,Queens,11354,Café/Coffee/Tea,11/20/2019,10F,N,1,11/20/2019,40.76018443,-73.82759917,407,20,85300,4113557,4050190057,QN22
21214,THE OWL'S TAIL,Manhattan,10023,American,10/4/2018,10F,N,1,10/4/2018,40.78081016,-73.98079387,107,6,16300,1030839,1011677501,MN12
21215,BKLYN JUICE BAR II,Brooklyn,11207,"Juice, Smoothies, Fruit Salads",7/22/2019,04A,Y,1,7/22/2019,40.67704902,-73.88818789,305,37,117000,3087867,3039500044,BK82
21216,NEW APOLO CHINESE & SPANISH FOOD,Brooklyn,11237,Chinese,7/9/2019,02B,Y,0,7/9/2019,40.69897115,-73.91677142,304,37,43300,3075696,3033090001,BK77
21217,THE MAXWELL,Manhattan,10022,American,11/27/2019,08A,N,1,11/27/2019,40.75615509,-73.97259298,106,4,10000,1036441,1013040020,MN19
21218,JERUSALEM 2,Brooklyn,11204,Pizza,9/19/2019,09A,N,0,9/19/2019,40.62479798,-73.98450256,312,44,47000,3130737,3054907501,BK88
21219,TOMMY'S TAVERN & TAP,Staten Island,10314,American,11/4/2019,02B,Y,1,11/4/2019,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
21220,U CREW,Queens,11368,"Ice Cream, Gelato, Yogurt, Ices",3/19/2019,06B,Y,1,3/19/2019,40.74955442,-73.86249125,404,21,40500,4048557,4019750009,QN26
21221,BAGELS AND CREAM,Bronx,10461,Bagels/Pretzels,1/2/2020,02B,Y,1,1/2/2020,40.84716537,-73.84474765,211,13,28400,2047156,2042260506,BX37
21222,NEW YONG HO,Queens,11354,Chinese,7/17/2019,08A,N,1,7/17/2019,40.75911538,-73.83413908,407,20,87100,4584150,4049720057,QN22
21223,NO. 1 RESTAURANT,Manhattan,10040,Chinese/Cuban,9/30/2019,06E,Y,1,9/30/2019,40.85736738,-73.9322725,112,10,28300,1064056,1021700074,MN35
21224,ROUND PIE PIZZA COMPANY,Staten Island,10314,Pizza/Italian,9/19/2019,08A,N,1,9/19/2019,40.61256659,-74.12933051,501,50,15100,5101190,5003780012,SI07
21225,OAK TUSCAN TRUFFLE LOUNGE,Manhattan,10011,Italian,11/27/2018,10B,N,1,11/27/2018,40.73506487,-74.00019846,102,3,7100,1078110,1006060009,MN23
21226,BURGERBOX,Manhattan,,Sandwiches,11/8/2019,10F,N,1,11/8/2019,0,0,,,,,1,
21227,MORI,Brooklyn,11215,Japanese,9/24/2019,06C,Y,1,9/24/2019,40.67181052,-73.98408784,306,39,13500,3021176,3009850003,BK37
21228,"JUICE PRESS (EQUINOX, west 60th street)",Manhattan,10019,"Juice, Smoothies, Fruit Salads",7/26/2019,05D,Y,1,7/26/2019,40.76780849,-73.98226697,104,3,14500,1026318,1010497501,MN14
21229,AMAZON CAFETERIA,Manhattan,10001,Café/Coffee/Tea,9/13/2019,10F,N,1,9/13/2019,40.7535673,-73.99883778,104,3,10300,1085401,1007299001,MN13
21230,THOMPSON BROOKE,Brooklyn,11211,American,8/22/2019,10E,N,1,8/22/2019,40.71136793,-73.94679562,301,34,50300,3069397,3027810041,BK90
21231,EL NUEVO CAFE ESPANA,Queens,11372,Spanish,6/1/2019,04L,Y,1,6/1/2019,40.74755325,-73.88470547,403,21,28300,4030026,4012920048,QN28
21232,DUNKIN',Queens,11101,Café/Coffee/Tea,7/23/2019,06D,Y,1,7/23/2019,40.75300182,-73.93348348,401,26,3100,4004620,4003830027,QN68
21233,3 D'S DELIGHT RESTAURANT & BAKERY,Brooklyn,11238,Caribbean,12/11/2019,10F,N,1,12/11/2019,40.67378189,-73.96297989,308,35,21500,3029426,3011740001,BK64
21234,FAMILY CAFE 2632,Bronx,10454,Chinese,8/16/2019,04N,Y,1,8/16/2019,40.81244216,-73.9245369,201,8,4100,2000750,2023150027,BX39
21235,RED MANGO,Queens,11373,"Juice, Smoothies, Fruit Salads",6/27/2019,06D,Y,1,6/27/2019,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
21236,LOS MOCANOS JUICE BAR & GRILL,Bronx,10457,"Juice, Smoothies, Fruit Salads",6/26/2019,02G,Y,1,6/26/2019,40.84630921,-73.89303116,206,17,37300,2011993,2030680099,BX17
21237,MILLIE'S CUBAN CAFE,Brooklyn,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/2/2019,05D,Y,1,2/2/2019,40.70033004,-73.92506101,304,34,42900,3073158,3032190006,BK77
21238,DONUT CONNECTION/MIKE'S PLACE,Brooklyn,11220,Café/Coffee/Tea,12/6/2019,04A,Y,1,12/6/2019,40.6362199,-74.02585512,310,43,6800,3145154,3058620053,BK31
21239,SUBWAY,Queens,11416,Sandwiches,8/5/2019,08A,N,1,8/5/2019,40.68993154,-73.84254054,409,28,11400,4197020,4093800001,QN54
21240,CHIPOTLE MEXICAN GRILL,Manhattan,10027,Mexican,8/20/2019,04N,Y,1,8/20/2019,40.80739504,-73.94462343,110,9,20000,1053485,1017220067,MN11
21241,C.LO CAFE,Queens,11385,Sandwiches/Salads/Mixed Buffet,9/19/2019,04L,Y,1,9/19/2019,40.70660677,-73.90570334,405,30,58900,4083229,4034770043,QN20
21242,STICKY'S FINGER JOINT,Manhattan,10003,Chicken,1/15/2020,10B,N,1,1/15/2020,40.73425468,-73.98946731,105,2,5000,1083247,1008707501,MN21
21243,KAYLEE'S CREAMERY,Manhattan,10016,"Ice Cream, Gelato, Yogurt, Ices",9/26/2019,06C,Y,1,9/26/2019,40.74236478,-73.98371366,105,2,6800,1018163,1008830011,MN21
21244,XI'AN FAMOUS FOODS,Manhattan,10014,Chinese,9/13/2019,10F,N,1,9/13/2019,40.73085439,-74.00153707,102,3,6700,1010077,1005890037,MN23
21245,MAH KENNEDY FRIED CHICKEN,Staten Island,10301,Chicken,10/9/2019,08A,N,1,10/9/2019,40.63812722,-74.08748333,501,49,7700,5115531,5000470109,SI22
21246,Crown Fried Chicken,Queens,11436,Chicken,11/13/2019,08A,N,0,,40.67344692,-73.79131975,412,28,78800,4262639,4121010035,QN76
21247,EL PAISA TEPEACA,Manhattan,10040,Mexican,10/15/2019,10F,N,1,10/15/2019,40.85332076,-73.93078733,112,10,26900,1063808,1021580007,MN35
21248,DEASURA,Queens,11375,Middle Eastern,9/11/2019,08C,N,1,9/11/2019,40.71081683,-73.85309936,406,29,72900,4077087,4032200064,QN17
21249,CHEN'S GARDEN RESTAURANT,Staten Island,10312,Chinese,11/14/2019,04M,Y,1,11/14/2019,40.56250743,-74.19169771,503,51,22800,5127870,5059000020,SI05
21250,MULBERRY & VINE,Brooklyn,11201,American,3/20/2019,06A,Y,1,3/20/2019,40.70069705,-73.98846282,302,33,2100,3000161,3000630001,BK38
21251,ROCKWELL PLACE,Brooklyn,11217,American,7/18/2019,10B,N,1,,40.6890552,-73.97938888,302,35,3300,3058598,3020950009,BK68
21252,HALAL XPRESS,Brooklyn,11214,Asian,10/31/2019,06D,Y,1,10/31/2019,40.61319127,-73.99618935,311,43,26400,3160246,3062260049,BK28
21253,GRAND SEOUL,Manhattan,10002,Korean,1/13/2020,08C,N,0,,40.71747077,-73.99417764,103,1,1600,1003941,1003040030,MN27
21254,CONCETTINA,Queens,11357,Italian,1/26/2019,06C,Y,1,1/26/2019,40.78050675,-73.80213323,407,19,101700,4128796,4057440001,QN47
21255,THE COPPER STILL,Manhattan,10011,American,8/20/2019,10B,N,1,8/20/2019,40.74329635,-73.9962324,104,3,8700,1014076,1007710046,MN13
21256,PICA PICA CON SABOR RESTAURANT,Brooklyn,11211,Spanish,4/11/2019,10E,N,1,4/11/2019,40.70719642,-73.95440942,301,33,52900,3059775,3021530014,BK72
21257,ANDREW'S CLASSIC BKLYN LUNCHEONETTE,Brooklyn,11218,American,9/18/2019,10B,N,1,9/18/2019,40.63936128,-73.96856235,314,40,152200,3339008,3051410119,BK42
21258,TURNPIKE CAFE,Queens,11366,Jewish/Kosher,7/26/2019,10F,N,1,7/26/2019,40.72899175,-73.78178948,408,24,127700,4156126,4072560114,QN06
21259,INTERSECT BY LEXUS,Manhattan,10014,American,1/7/2020,06H,Y,0,,40.74122396,-74.0060554,102,3,7900,1086105,1006467501,MN23
21260,JAYLEEN'S MEDITERRANEAN CUISINE,Manhattan,10005,Mediterranean,2/28/2019,06D,Y,1,2/28/2019,40.70576147,-74.00771849,101,1,700,1000879,1000390006,MN25
21261,OMAR KHAYYAM CAFE,Brooklyn,11235,Middle Eastern,1/16/2020,02H,Y,0,,40.5788744,-73.95969559,313,48,61003,3245353,3087070066,BK19
21262,BOTTE BAR,Queens,11106,Italian,5/3/2019,03B,Y,1,5/3/2019,40.76331345,-73.92820268,401,22,7500,4007102,4005790016,QN70
21263,IBAKERY,Brooklyn,11220,Bakery,1/8/2020,02H,Y,0,1/8/2020,40.63590405,-74.00913716,307,38,10400,3016426,3008660047,BK34
21264,NESPRESSO,Manhattan,10012,Café/Coffee/Tea,9/13/2019,06D,Y,1,9/13/2019,40.72456064,-73.9984703,102,1,4900,1088113,1004980001,MN24
21265,SWEETGREEN,Manhattan,10001,Salads,1/3/2020,10F,N,1,1/3/2020,40.75213179,-74.00114775,104,3,9900,1089323,1007020010,MN13
21266,Hawa Smoothie,Manhattan,10002,"Juice, Smoothies, Fruit Salads",8/9/2019,10I,N,1,8/9/2019,40.71790102,-73.98628094,103,1,1402,1004189,1003480033,MN28
21267,LION'S HEAD TAVERN,Manhattan,10025,American,10/3/2019,06D,Y,1,10/3/2019,40.80217139,-73.96443248,107,7,19300,1056029,1018630061,MN09
21268,BETTER GOURMET,Staten Island,10314,Sandwiches/Salads/Mixed Buffet,9/26/2019,06C,Y,1,9/26/2019,40.59222855,-74.18977062,502,50,29102,5000000,5027710006,SI05
21269,A SUMMER DAY CAFE/HOLY GROUND,Manhattan,10013,American,11/6/2019,06D,Y,0,,40.71608996,-74.00874778,101,1,3300,1001598,1001460011,MN24
